Research rank,Callable rank,Existing cockpit record,Business,Category,City / service area,State,Phone,Email,Paid channel(s),Paid-signal confidence,Paid evidence,Platform response / demand,Recommended first conversation,Why this angle,Google profile status,Google rating,Google reviews,Google Maps,Google search,Website status,Website,Platform profile(s),Evidence page(s),Observed,Cockpit lead ID,Match method,Possible existing IDs,Status,Notes
95,,Research-only · not ready to call,Envision Pest Control & Home Services,Pest Control,Tucson,AZ,'+1 520-820-2053,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 6 hrs · rate 89% · 94 recent quote requests,Lead recovery,"Angi shows the company is already acquiring leads. Its basic website/Google presence is established, so qualify what happens when a paid call or form is missed.",Current Google profile matched,5,1,"https://www.google.com/maps/place/Envision+Pest+Control+%26+Home+Services/@32.1827326,-111.04167149999999,14z/data=!4m8!1m2!2m1!1sEnvision+Pest+Control+%26+Home+Services!3m4!1s0x2e508dd7c0d1e0bb:0x63f608cd397b5093!8m2!3d32.1827326!4d-111.04167149999999","https://www.google.com/maps/place/Envision+Pest+Control+%26+Home+Services/@32.1827326,-111.04167149999999,14z/data=!4m8!1m2!2m1!1sEnvision+Pest+Control+%26+Home+Services!3m4!1s0x2e508dd7c0d1e0bb:0x63f608cd397b5093!8m2!3d32.1827326!4d-111.04167149999999",Live,https://www.envisionpestcontrolhomeservices.com/,,https://www.angi.com/companylist/us/az/tucson/pest-control.htm,2026-07-22,platform-envision-pest-control-and-home-services-tucson,,,,
96,,Research-only · not ready to call,On Edge Pest Control LLC,Pest Control,Phoenix,AZ,'+1 480-200-6116,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · response 2 hrs · rate 88% · 21 recent quote requests | Angi · response 2 hrs · rate 88% · 21 recent quote requests,Lead recovery,"Angi shows the company is already acquiring leads. Its basic website/Google presence is established, so qualify what happens when a paid call or form is missed.",Current Google profile matched,5,1,"https://www.google.com/maps/place/On+Edge+Pest+Control+LLC/@33.546793,-112.16268199999999,14z/data=!4m8!1m2!2m1!1sOn+Edge+Pest+Control+LLC!3m4!1s0x2c8641eecca07281:0xa5bcfe0bfc38088f!8m2!3d33.546793!4d-112.16268199999999","https://www.google.com/maps/place/On+Edge+Pest+Control+LLC/@33.546793,-112.16268199999999,14z/data=!4m8!1m2!2m1!1sOn+Edge+Pest+Control+LLC!3m4!1s0x2c8641eecca07281:0xa5bcfe0bfc38088f!8m2!3d33.546793!4d-112.16268199999999",No website linked from verified Google profile,,,https://www.angi.com/companylist/us/az/phoenix/pest-control.htm | https://www.angi.com/companylist/us/az/tucson/pest-control.htm,2026-07-22,platform-on-edge-pest-control-phoenix,,,,
97,,Research-only · not ready to call,A2Z Hardscape LLC,Hardscaping and landscaping,El Mirage,AZ,'+16028131822,,Thumbtack,Confirmed paid,Thumbtack: Active lead-platform signal (Confirmed paid),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=A2Z%20Hardscape%20LLC%20El%20Mirage%20AZ,Owned website found,https://a2zhardscapingllc.com/,https://www.thumbtack.com/az/el-mirage/landscaping/a2z-hardscape-llc/service/426276862646198276,https://www.thumbtack.com/az/phoenix/landscaping/,2026-07-21,phone-6028131822,,,,
98,,Research-only · not ready to call,Crown & Blade Turf,Artificial turf and hardscaping,Scottsdale,AZ,'+16233431892,,Thumbtack,Confirmed paid,Thumbtack: Active lead-platform signal (Confirmed paid),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Crown%20%26%20Blade%20Turf%20Scottsdale%20AZ,Owned website found,https://crownbladeturf.com/,https://www.thumbtack.com/az/phoenix/artificial-turf-installation/crown-blade-turf/service/481491738541621250,https://www.thumbtack.com/az/phoenix/landscaping/,2026-07-21,phone-6233431892,,,,
99,,Research-only · not ready to call,Desert Sage Landscaping LLC,Landscaping and artificial turf,Phoenix,AZ,'+16026640346,,Thumbtack,Confirmed paid,Thumbtack: Active lead-platform signal (Confirmed paid),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Desert%20Sage%20Landscaping%20LLC%20Phoenix%20AZ,Owned website surfaced; verify live before outreach,http://desertsagelandscape.com/,https://www.thumbtack.com/az/phoenix/lawn-care/desert-sage-landscaping-llc/service/527545483197038615,https://www.thumbtack.com/az/phoenix/landscaping/,2026-07-21,phone-6026640346,,,,
100,,Research-only · not ready to call,Hernandez Hardscape LLC,Hardscaping and landscaping,Chandler,AZ,'+14803585669,,Thumbtack,Confirmed paid,Thumbtack: Active lead-platform signal (Confirmed paid),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Hernandez%20Hardscape%20LLC%20Chandler%20AZ,Owned website found,https://www.hernandezhardscapellc.com/,https://www.thumbtack.com/az/chandler/sodding/hernandez-hardscape-llc/service/284419559262176502,https://www.thumbtack.com/az/phoenix/landscaping/,2026-07-21,phone-4803585669,,,,
101,,Research-only · not ready to call,Three Timbers,Landscaping and tree planting,Scottsdale,AZ,'+16122141955,,Thumbtack,Confirmed paid,Thumbtack: Active lead-platform signal (Confirmed paid),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Three%20Timbers%20Scottsdale%20AZ,Owned website found,https://threetimbersservices.com/arizona-contact-us/,https://www.thumbtack.com/az/phoenix/landscaping/three-timbers/service/565045692935700485,https://www.thumbtack.com/az/phoenix/landscaping/,2026-07-21,phone-6122141955,,,,
102,,Research-only · not ready to call,Ebenezer Landscaping,Landscaping,Phoenix,AZ,'+14807644412,,HomeAdvisor / Angi Leads,Likely active lead-buyer,HomeAdvisor / Angi Leads: Active lead-platform signal (Likely active lead-buyer),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Ebenezer%20Landscaping%20Phoenix%20AZ,Owned website surfaced; verify live before outreach,https://ebenezerlandscaping.net/,,https://www.homeadvisor.com/tloc/Scottsdale-AZ/Designer-Landscape/,2026-07-21,phone-4807644412,,,,
103,,Research-only · not ready to call,Emanuel Gonzalez Construction & Landscaping,Construction and landscaping,Chandler,AZ,'+14802109393,,HomeAdvisor / Angi Leads,Likely active lead-buyer,HomeAdvisor / Angi Leads: Active lead-platform signal (Likely active lead-buyer),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Emanuel%20Gonzalez%20Construction%20%26%20Landscaping%20Chandler%20AZ,Owned Wix site found; legacy custom domain should be checked,https://emanuelgonzalezcon.wixsite.com/emanuelgonzalezcons,,https://www.homeadvisor.com/tloc/Scottsdale-AZ/Designer-Landscape/,2026-07-21,phone-4802109393,,,,
104,,Research-only · not ready to call,Nez Landscape LLC,Landscaping,Tempe,AZ,'+14803303445,,HomeAdvisor / Angi Leads,Likely active lead-buyer,HomeAdvisor / Angi Leads: Active lead-platform signal (Likely active lead-buyer),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Nez%20Landscape%20LLC%20Tempe%20AZ,No owned website found in targeted search; verify first,,,https://www.homeadvisor.com/tloc/Scottsdale-AZ/Designer-Landscape/,2026-07-21,phone-4803303445,,,,
105,,Research-only · not ready to call,Goettl Air Conditioning and Plumbing - Tucson,HVAC and plumbing,Tucson,AZ,,,Yelp + Google Local Services + HomeAdvisor / Angi Leads,Confirmed paid,Yelp: Sponsored result (Confirmed paid) | Google Local Services: Active lead-platform signal (Confirmed paid) | HomeAdvisor / Angi Leads: Active lead-platform signal (Likely active lead-buyer),Yelp · response 10 mins,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Current Google profile matched,4.7,4800,https://www.google.com/maps/search/?api=1&query=Goettl%20Air%20Conditioning%20and%20Plumbing%20Tucson%20AZ,https://www.google.com/maps/search/?api=1&query=Goettl%20Air%20Conditioning%20and%20Plumbing%20Tucson%20AZ,Owned website found,https://www.goettl.com/location/tucson-arizona/,https://www.yelp.com/biz/goettl-air-conditioning-and-plumbing-tucson-tucson-2,https://www.yelp.com/search?find_desc=Plumbers&find_loc=Tucson%2C%20AZ | https://www.google.com/search?q=air+conditioning+repair+tucson+az | https://www.homeadvisor.com/tloc/Tucson-AZ/Water-Main-Install-Replace-or-Repair/,2026-07-21,platform-goettl-air-conditioning-and-plumbing-tucson-tucson,Exact phone/place/domain/name + service-area match,phone-6025170039,,
106,,Research-only · not ready to call,"Plumber Kings, LLC",Plumbing,Tucson,AZ,,,Angi + Yelp,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Yelp: Sponsored result (Confirmed paid),Angi · response 6 hrs · rate 94% · 12 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Plumber%20Kings%2C%20LLC%20Arizona,Website not yet cross-checked,,https://www.yelp.com/biz/plumber-kings-tucson,https://www.angi.com/companylist/us/az/tucson/plumbing.htm | https://www.yelp.com/search?find_desc=Plumbers&find_loc=Tucson%2C%20AZ,2026-07-21 | 2026-07-22,platform-plumber-kings-tucson,Exact normalized business-name match,,,
107,,Research-only · not ready to call,"1 Power Electric, LLC",Electrical,Flagstaff,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 6 hrs · 11 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=1%20Power%20Electric%2C%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/flagstaff/electrical.htm,2026-07-22,platform-1-power-electric-flagstaff,,,,
108,,Research-only · not ready to call,1 Pro Handyman Services LLC,Electrical,Yuma,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 7 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=1%20Pro%20Handyman%20Services%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/yuma/electrical.htm,2026-07-22,platform-1-pro-handyman-services-yuma,,,,
109,,Research-only · not ready to call,1st Choice Pools Building & Design,Pool & Spa Service,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=1st%20Choice%20Pools%20Building%20%26%20Design%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/pool-and-spa-service.htm,2026-07-22,platform-1st-choice-pools-building-and-design-tucson,,,,
110,,Research-only · not ready to call,A Authentic Garage Door Service,Garage Doors,Phoenix,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 2 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=A%20Authentic%20Garage%20Door%20Service%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/phoenix/garage-doors.htm,2026-07-22,platform-a-authentic-garage-door-service-phoenix,,,,
111,,Research-only · not ready to call,A Squared Electric Inc,Electrical,Phoenix,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=A%20Squared%20Electric%20Inc%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/phoenix/electrical.htm,2026-07-22,platform-a-squared-electric-phoenix,,,,
112,,Research-only · not ready to call,"Able Electric, LLC",Electrical,Sierra Vista,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 30 mins,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Able%20Electric%2C%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/sierra-vista/electrical.htm,2026-07-22,platform-able-electric-sierra-vista,,,,
113,,Research-only · not ready to call,ACS Air Conditioning Services,HVAC,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · 18 recent quote requests | Angi · response 1 day · rate 100% · 16 recent quote requests | Angi · response 1 day · rate 100% · 6 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=ACS%20Air%20Conditioning%20Services%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/hvac.htm | https://www.angi.com/companylist/us/az/sierra-vista/hvac.htm | https://www.angi.com/companylist/us/az/casa-grande/hvac.htm,2026-07-22,platform-acs-air-conditioning-services-tucson,,,,
114,,Research-only · not ready to call,"Adam Crippen Custom Home Works, LLC",General Contractor; Kitchen & Bath Remodeling,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · response 3 days · 19 recent quote requests | Angi · response 3 days · 19 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Adam%20Crippen%20Custom%20Home%20Works%2C%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/kitchen-and-bath-remodeling.htm | https://www.angi.com/companylist/us/az/tucson/contractor.htm,2026-07-22,platform-adam-crippen-custom-home-works-tucson,,,,
115,,Research-only · not ready to call,"Advanced Cleaning Technologies A-Z, LLC",HVAC,Flagstaff,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · response 3 hrs · rate 92% · 12 recent quote requests | Angi · response 3 hrs · rate 92% · 12 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Advanced%20Cleaning%20Technologies%20A-Z%2C%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/flagstaff/hvac.htm | https://www.angi.com/companylist/us/az/prescott/hvac.htm,2026-07-22,platform-advanced-cleaning-technologies-a-z-flagstaff,,,,
116,,Research-only · not ready to call,"Advantage Roofing, LLC",Roofing,Sierra Vista,AZ,,,Angi,Confirmed paid,Angi: New to Angi advertiser badge (Confirmed paid),Angi · response 11 hrs · 24 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Advantage%20Roofing%2C%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/sierra-vista/roofing.htm,2026-07-22,platform-advantage-roofing-sierra-vista,,,,
117,,Research-only · not ready to call,"Air & Water Mechanical Services, LLC",HVAC,Mesa,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 38 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Air%20%26%20Water%20Mechanical%20Services%2C%20LLC%20Arizona,Website linked on Angi profile · live state not audited,https://airwateraz.com/,https://www.angi.com/companylist/us/az/mesa/air-water-mechanical-services-llc-reviews-1.htm,https://www.angi.com/companylist/us/az/phoenix/hvac.htm,2026-07-22,platform-air-and-water-mechanical-services-mesa,,,,
